order_id,order_date,ship_date,ship_mode,customer_id,segment,region,product_id,category,sub_category,quantity,unit_price,discount,sales,profit
ORD-002184,2023-12-01,2023-12-07,Standard Class,CUST-00399,Corporate,West,PROD-0084,Office Supplies,Labels,4,33.91,0.0,135.64,29.54
ORD-002185,2023-12-11,2023-12-13,Standard Class,CUST-00669,Home Office,Central,PROD-0085,Technology,Phones,5,226.12,0.0,1130.6,367.11
ORD-002186,2023-05-20,2023-05-22,Same Day,CUST-00333,Home Office,East,PROD-0086,Office Supplies,Art,2,333.94,0.5,333.94,110.46
ORD-002187,2025-02-23,2025-02-24,First Class,CUST-00548,Corporate,Central,PROD-0087,Furniture,Tables,10,52.23,0.1,470.07,-21.13
ORD-002188,2026-05-12,2026-05-14,Second Class,CUST-00548,Home Office,West,PROD-0088,Technology,Machines,8,239.26,0.2,1531.26,-15.66
ORD-002189,2026-06-25,2026-06-30,Standard Class,CUST-00900,Home Office,West,PROD-0089,Technology,Phones,9,720.79,0.0,6487.11,1822.68
ORD-002190,2025-09-29,2025-10-01,Standard Class,CUST-00121,Corporate,East,PROD-0090,Office Supplies,Art,8,130.85,0.0,1046.8,347.02
ORD-002191,2023-12-07,2023-12-08,Second Class,CUST-00251,Consumer,South,PROD-0091,Furniture,Furnishings,10,191.16,0.1,1720.44,358.76
ORD-002192,2023-10-20,2023-10-24,Standard Class,CUST-00533,Home Office,East,PROD-0092,Furniture,Tables,1,492.1,0.0,492.1,65.07
ORD-002193,2024-07-15,2024-07-18,First Class,CUST-00297,Home Office,South,PROD-0093,Office Supplies,Binders,3,304.62,0.0,913.86,264.83
ORD-002194,2025-01-22,2025-01-23,Standard Class,CUST-00445,Consumer,West,PROD-0094,Office Supplies,Labels,4,114.98,0.0,459.92,149.93
ORD-002195,2024-09-14,2024-09-15,Standard Class,CUST-00899,Consumer,East,PROD-0095,Technology,Copiers,6,557.61,0.1,3011.09,20.13
ORD-002196,2026-02-24,2026-03-01,Second Class,CUST-00739,Consumer,West,PROD-0096,Technology,Phones,1,882.05,0.1,793.85,107.33
ORD-002197,2026-03-26,2026-03-30,Same Day,CUST-00098,Consumer,East,PROD-0097,Technology,Copiers,2,767.66,0.0,1535.32,515.02
ORD-002198,2023-10-01,2023-10-06,Second Class,CUST-00874,Home Office,South,PROD-0098,Technology,Accessories,6,500.85,0.1,2704.59,940.49
ORD-002199,2024-02-04,2024-02-10,Same Day,CUST-00266,Corporate,West,PROD-0099,Technology,Phones,11,656.19,0.0,7218.09,-544.79
ORD-002200,2026-05-26,2026-06-01,Standard Class,CUST-00277,Consumer,South,PROD-0100,Office Supplies,Paper,7,12.77,0.1,80.45,3.8
ORD-002201,2024-02-03,2024-02-07,Standard Class,CUST-00103,Home Office,Central,PROD-0101,Furniture,Furnishings,8,141.55,0.15,962.54,223.98
ORD-002202,2025-08-29,2025-09-03,Standard Class,CUST-00106,Corporate,East,PROD-0102,Furniture,Chairs,10,730.21,0.0,7302.1,820.44
ORD-002203,2026-05-05,2026-05-08,Standard Class,CUST-00142,Consumer,East,PROD-0103,Office Supplies,Art,8,873.29,0.0,6986.32,130.15
ORD-002204,2025-12-15,2025-12-20,Second Class,CUST-00869,Consumer,West,PROD-0104,Office Supplies,Labels,11,400.83,0.0,4409.13,932.48
ORD-002205,2024-06-12,2024-06-16,Standard Class,CUST-00513,Consumer,West,PROD-0105,Technology,Machines,7,147.17,0.0,1030.19,-20.31
ORD-002206,2024-12-26,2024-12-29,Second Class,CUST-00862,Home Office,East,PROD-0106,Furniture,Chairs,9,484.18,0.1,3921.86,34.32
ORD-002207,2023-03-04,2023-03-08,Standard Class,CUST-00663,Consumer,South,PROD-0107,Office Supplies,Binders,8,750.28,0.0,6002.24,1263.9
ORD-002208,2026-05-30,2026-05-31,Second Class,CUST-00621,Consumer,South,PROD-0108,Office Supplies,Paper,9,164.05,0.5,738.23,230.21
ORD-002209,2025-02-22,2025-02-26,First Class,CUST-00385,Corporate,East,PROD-0109,Office Supplies,Paper,6,53.23,0.5,159.69,56.85
ORD-002210,2023-10-08,2023-10-12,Standard Class,CUST-00341,Consumer,South,PROD-0110,Technology,Phones,3,701.83,0.0,2105.49,679.78
ORD-002211,2025-08-17,2025-08-23,Second Class,CUST-00861,Consumer,Central,PROD-0111,Technology,Copiers,9,12.87,0.1,104.25,13.52
ORD-002212,2024-02-25,2024-03-01,Standard Class,CUST-00078,Corporate,South,PROD-0112,Office Supplies,Art,3,890.47,0.0,2671.41,1027.95
ORD-002213,2026-03-08,2026-03-12,Second Class,CUST-00762,Consumer,South,PROD-0113,Technology,Machines,8,28.41,0.0,227.28,79.79
ORD-002214,2023-09-28,2023-10-04,Second Class,CUST-00007,Corporate,South,PROD-0114,Office Supplies,Binders,4,431.61,0.5,863.22,162.43
ORD-002215,2025-06-19,2025-06-20,Second Class,CUST-00657,Home Office,East,PROD-0115,Office Supplies,Binders,5,331.56,0.3,1160.46,111.42
ORD-002216,2026-04-23,2026-04-24,Second Class,CUST-00876,Consumer,South,PROD-0116,Office Supplies,Art,4,447.52,0.0,1790.08,703.12
ORD-002217,2024-09-20,2024-09-24,Second Class,CUST-00764,Consumer,East,PROD-0117,Office Supplies,Labels,1,24.77,0.0,24.77,8.9
ORD-002218,2025-06-18,2025-06-24,Standard Class,CUST-00324,Corporate,South,PROD-0118,Technology,Machines,7,637.81,0.0,4464.67,1047.42
ORD-002219,2023-07-06,2023-07-10,Standard Class,CUST-00406,Home Office,South,PROD-0119,Office Supplies,Binders,2,834.64,0.1,1502.35,160.77
ORD-002220,2026-05-27,2026-06-01,Standard Class,CUST-00895,Home Office,South,PROD-0120,Office Supplies,Art,5,7.44,0.0,37.2,-0.98
ORD-002221,2023-02-16,2023-02-18,Standard Class,CUST-00724,Consumer,Central,PROD-0121,Furniture,Furnishings,4,514.08,0.0,2056.32,406.13
ORD-002222,2023-05-20,2023-05-24,Second Class,CUST-00237,Home Office,West,PROD-0122,Furniture,Tables,7,426.66,0.0,2986.62,1178.45
ORD-002223,2026-06-29,2026-06-30,Standard Class,CUST-00018,Home Office,East,PROD-0123,Office Supplies,Art,7,514.24,0.1,3239.71,-210.54
ORD-002224,2023-04-24,2023-04-28,Standard Class,CUST-00492,Consumer,East,PROD-0124,Office Supplies,Storage,6,269.57,0.15,1374.81,449.85
ORD-002225,2025-05-26,2025-05-30,Standard Class,CUST-00795,Consumer,South,PROD-0125,Office Supplies,Labels,4,785.35,0.15,2670.19,935.02
ORD-002226,2025-08-20,2025-08-23,Second Class,CUST-00044,Consumer,West,PROD-0126,Technology,Accessories,2,466.5,0.2,746.4,119.83
ORD-002227,2024-11-20,2024-11-26,Standard Class,CUST-00037,Consumer,East,PROD-0127,Office Supplies,Labels,4,424.25,0.0,1697.0,227.94
ORD-002228,2023-11-05,2023-11-09,Second Class,CUST-00268,Home Office,Central,PROD-0128,Technology,Accessories,11,566.41,0.0,6230.51,736.29
ORD-002229,2026-01-21,2026-01-22,Same Day,CUST-00688,Consumer,East,PROD-0129,Technology,Machines,10,885.47,0.2,7083.76,1630.23
ORD-002230,2024-08-19,2024-08-24,Standard Class,CUST-00297,Consumer,South,PROD-0130,Furniture,Tables,4,197.82,0.2,633.02,77.78
ORD-002231,2023-12-28,2023-12-31,Standard Class,CUST-00401,Consumer,South,PROD-0131,Office Supplies,Paper,1,529.72,0.0,529.72,163.64
ORD-002232,2025-05-04,2025-05-05,Second Class,CUST-00037,Home Office,West,PROD-0132,Office Supplies,Art,7,726.68,0.0,5086.76,-317.13
ORD-002233,2025-08-02,2025-08-03,Standard Class,CUST-00089,Home Office,West,PROD-0133,Office Supplies,Paper,11,156.3,0.0,1719.3,613.24
ORD-002234,2023-05-23,2023-05-30,Standard Class,CUST-00190,Consumer,East,PROD-0134,Technology,Phones,5,101.83,0.15,432.78,123.68
ORD-002235,2023-06-06,2023-06-10,First Class,CUST-00160,Consumer,West,PROD-0135,Furniture,Tables,8,59.27,0.0,474.16,111.15
ORD-002236,2024-10-31,2024-11-06,Standard Class,CUST-00421,Corporate,West,PROD-0136,Office Supplies,Paper,1,494.73,0.1,445.26,169.62
ORD-002237,2023-08-19,2023-08-26,Second Class,CUST-00185,Consumer,West,PROD-0137,Technology,Machines,2,616.58,0.0,1233.16,251.47
ORD-002238,2025-10-04,2025-10-06,Standard Class,CUST-00803,Consumer,East,PROD-0138,Office Supplies,Binders,7,834.74,0.0,5843.18,1071.5
ORD-002239,2024-12-05,2024-12-08,Standard Class,CUST-00465,Consumer,East,PROD-0139,Office Supplies,Storage,3,598.38,0.0,1795.14,192.3
ORD-002240,2026-03-17,2026-03-21,Second Class,CUST-00876,Corporate,South,PROD-0140,Furniture,Tables,6,411.82,0.2,1976.74,-111.59
ORD-002241,2024-11-27,2024-12-01,Standard Class,CUST-00476,Consumer,Central,PROD-0141,Technology,Phones,4,415.31,0.0,1661.24,109.85
ORD-002242,2026-02-28,2026-03-05,Second Class,CUST-00682,Corporate,East,PROD-0142,Office Supplies,Binders,1,864.25,0.0,864.25,235.32
ORD-002243,2026-03-04,2026-03-05,Standard Class,CUST-00148,Consumer,West,PROD-0143,Office Supplies,Storage,9,204.51,0.15,1564.5,215.77
ORD-002244,2024-07-24,2024-07-29,Standard Class,CUST-00783,Home Office,West,PROD-0144,Office Supplies,Binders,1,354.41,0.0,354.41,66.59
ORD-002245,2024-06-14,2024-06-21,First Class,CUST-00748,Corporate,East,PROD-0145,Technology,Phones,8,594.44,0.0,4755.52,66.32
ORD-002246,2025-02-01,2025-02-07,Standard Class,CUST-00462,Consumer,West,PROD-0146,Office Supplies,Art,1,145.75,0.2,116.6,15.46
ORD-002247,2026-01-07,2026-01-14,Standard Class,CUST-00445,Home Office,West,PROD-0147,Furniture,Chairs,4,829.0,0.0,3316.0,172.31
ORD-002248,2025-02-08,2025-02-09,Standard Class,CUST-00847,Consumer,South,PROD-0148,Technology,Phones,3,561.39,0.3,1178.92,-106.25
ORD-002249,2025-12-10,2025-12-12,Standard Class,CUST-00863,Consumer,East,PROD-0149,Furniture,Furnishings,1,428.93,0.2,343.14,137.05
ORD-002250,2025-12-07,2025-12-08,First Class,CUST-00592,Consumer,Central,PROD-0150,Technology,Accessories,3,648.36,0.0,1945.08,-161.59
ORD-002251,2023-06-06,2023-06-09,First Class,CUST-00835,Consumer,Central,PROD-0151,Office Supplies,Storage,8,551.09,0.0,4408.72,1130.48
ORD-002252,2026-05-12,2026-05-16,First Class,CUST-00474,Home Office,Central,PROD-0152,Technology,Accessories,6,866.5,0.15,4419.15,1407.89
ORD-002253,2023-04-20,2023-04-26,Standard Class,CUST-00164,Corporate,Central,PROD-0153,Technology,Phones,4,395.49,0.0,1581.96,58.84
ORD-002254,2023-09-03,2023-09-09,Standard Class,CUST-00226,Consumer,West,PROD-0154,Office Supplies,Storage,2,159.76,0.1,287.57,103.44
ORD-002255,2024-04-27,2024-05-02,Standard Class,CUST-00735,Consumer,Central,PROD-0155,Office Supplies,Storage,9,75.02,0.0,675.18,25.7
ORD-002256,2024-03-27,2024-04-01,Same Day,CUST-00227,Consumer,East,PROD-0156,Technology,Phones,5,517.31,0.0,2586.55,644.15
ORD-002257,2025-04-01,2025-04-06,First Class,CUST-00463,Consumer,East,PROD-0157,Office Supplies,Storage,5,471.5,0.15,2003.88,-196.36
ORD-002258,2026-06-02,2026-06-07,Standard Class,CUST-00481,Consumer,West,PROD-0158,Technology,Copiers,4,838.01,0.0,3352.04,235.29
ORD-002259,2025-02-01,2025-02-03,Standard Class,CUST-00298,Consumer,Central,PROD-0159,Technology,Copiers,2,394.92,0.0,789.84,-47.63
ORD-002260,2024-12-15,2024-12-22,Standard Class,CUST-00300,Consumer,East,PROD-0160,Office Supplies,Binders,1,400.92,0.2,320.74,65.95
ORD-002261,2025-08-13,2025-08-18,Standard Class,CUST-00540,Consumer,West,PROD-0161,Office Supplies,Paper,7,858.85,0.0,6011.95,1652.99
ORD-002262,2024-04-28,2024-05-03,First Class,CUST-00817,Home Office,Central,PROD-0162,Furniture,Bookcases,9,667.22,0.1,5404.48,2018.87
ORD-002263,2024-12-17,2024-12-21,Standard Class,CUST-00317,Corporate,South,PROD-0163,Technology,Copiers,6,374.66,0.0,2247.96,346.65
ORD-002264,2024-12-12,2024-12-15,Standard Class,CUST-00760,Corporate,West,PROD-0164,Furniture,Bookcases,4,187.39,0.15,637.13,22.94
ORD-002265,2025-05-26,2025-05-28,Standard Class,CUST-00461,Corporate,East,PROD-0165,Office Supplies,Paper,4,438.23,0.1,1577.63,328.02
ORD-002266,2023-09-30,2023-10-03,Standard Class,CUST-00005,Home Office,East,PROD-0166,Office Supplies,Labels,5,469.6,0.0,2348.0,104.08
ORD-002267,2024-05-11,2024-05-17,Standard Class,CUST-00030,Home Office,Central,PROD-0167,Office Supplies,Art,10,736.31,0.0,7363.1,2026.93
ORD-002268,2026-02-04,2026-02-09,Standard Class,CUST-00814,Home Office,South,PROD-0168,Office Supplies,Labels,1,897.42,0.1,807.68,84.18
ORD-002269,2024-08-07,2024-08-10,Standard Class,CUST-00510,Home Office,West,PROD-0169,Office Supplies,Binders,4,651.36,0.2,2084.35,195.13
ORD-002270,2024-01-07,2024-01-11,Second Class,CUST-00339,Corporate,East,PROD-0170,Office Supplies,Binders,3,641.22,0.0,1923.66,622.23
ORD-002271,2025-08-31,2025-09-03,Standard Class,CUST-00410,Corporate,South,PROD-0171,Office Supplies,Art,1,877.39,0.1,789.65,91.79
ORD-002272,2025-04-19,2025-04-24,Standard Class,CUST-00845,Consumer,Central,PROD-0172,Office Supplies,Storage,7,188.37,0.0,1318.59,514.31
ORD-002273,2023-05-14,2023-05-19,First Class,CUST-00627,Consumer,Central,PROD-0173,Office Supplies,Art,9,160.88,0.0,1447.92,413.05
ORD-002274,2025-10-09,2025-10-11,Standard Class,CUST-00680,Corporate,East,PROD-0174,Office Supplies,Art,5,416.62,0.1,1874.79,57.03
ORD-002275,2024-12-26,2024-12-30,Second Class,CUST-00592,Consumer,Central,PROD-0175,Furniture,Tables,9,826.13,0.2,5948.14,2107.89
ORD-002276,2026-04-15,2026-04-17,Same Day,CUST-00398,Consumer,West,PROD-0176,Furniture,Tables,10,528.87,0.15,4495.39,1619.73
ORD-002277,2025-06-12,2025-06-19,Standard Class,CUST-00617,Consumer,Central,PROD-0177,Office Supplies,Storage,10,828.31,0.0,8283.1,2769.0
ORD-002278,2024-08-26,2024-08-29,First Class,CUST-00821,Consumer,South,PROD-0178,Technology,Copiers,3,414.97,0.0,1244.91,-15.47
ORD-002279,2025-04-16,2025-04-22,Standard Class,CUST-00113,Corporate,Central,PROD-0179,Office Supplies,Binders,5,441.82,0.0,2209.1,325.31
ORD-002280,2024-12-25,2024-12-26,Standard Class,CUST-00720,Corporate,East,PROD-0180,Furniture,Bookcases,9,486.6,0.0,4379.4,221.52
ORD-002281,2025-04-25,2025-04-30,Standard Class,CUST-00391,Consumer,South,PROD-0181,Office Supplies,Labels,1,77.67,0.2,62.14,11.75
ORD-002282,2023-01-18,2023-01-21,Standard Class,CUST-00397,Corporate,Central,PROD-0182,Furniture,Chairs,11,197.0,0.0,2167.0,857.1
ORD-002283,2024-09-13,2024-09-19,First Class,CUST-00415,Home Office,West,PROD-0183,Office Supplies,Labels,3,431.1,0.0,1293.3,103.64
ORD-002284,2025-07-28,2025-08-04,Standard Class,CUST-00732,Home Office,East,PROD-0184,Technology,Phones,6,544.73,0.0,3268.38,36.89
ORD-002285,2026-05-01,2026-05-02,Second Class,CUST-00464,Consumer,West,PROD-0185,Technology,Copiers,2,676.21,0.0,1352.42,148.74
ORD-002286,2025-09-28,2025-10-04,Standard Class,CUST-00040,Corporate,Central,PROD-0186,Technology,Accessories,7,127.01,0.0,889.07,-22.67
ORD-002287,2026-03-12,2026-03-15,Second Class,CUST-00259,Home Office,South,PROD-0187,Office Supplies,Labels,10,585.06,0.0,5850.6,1642.58
ORD-002288,2026-01-18,2026-01-19,Second Class,CUST-00451,Consumer,East,PROD-0188,Technology,Machines,3,522.47,0.0,1567.41,211.95
ORD-002289,2023-09-02,2023-09-08,Second Class,CUST-00796,Home Office,West,PROD-0189,Technology,Copiers,6,309.32,0.2,1484.74,412.16
ORD-002290,2023-04-27,2023-05-03,Standard Class,CUST-00489,Home Office,Central,PROD-0190,Office Supplies,Art,11,857.35,0.0,9430.85,1045.38
ORD-002291,2025-08-15,2025-08-20,Standard Class,CUST-00649,Home Office,Central,PROD-0191,Technology,Phones,2,277.81,0.0,555.62,45.79
ORD-002292,2023-07-28,2023-07-31,Second Class,CUST-00155,Consumer,South,PROD-0192,Office Supplies,Storage,11,179.16,0.1,1773.68,377.01
ORD-002293,2024-05-26,2024-06-02,Standard Class,CUST-00353,Consumer,West,PROD-0193,Furniture,Chairs,5,508.06,0.0,2540.3,817.33
ORD-002294,2025-07-16,2025-07-22,Standard Class,CUST-00388,Corporate,East,PROD-0194,Office Supplies,Paper,9,894.75,0.0,8052.75,1751.26
ORD-002295,2025-03-17,2025-03-23,First Class,CUST-00221,Home Office,East,PROD-0195,Technology,Phones,5,318.89,0.0,1594.45,432.95
ORD-002296,2025-07-22,2025-07-23,Second Class,CUST-00020,Consumer,Central,PROD-0196,Technology,Accessories,6,419.21,0.3,1760.68,463.89
ORD-002297,2025-05-30,2025-06-04,Second Class,CUST-00420,Consumer,South,PROD-0197,Technology,Phones,11,714.58,0.1,7074.34,1750.28
ORD-002298,2025-11-20,2025-11-25,Second Class,CUST-00839,Consumer,Central,PROD-0198,Office Supplies,Labels,3,468.33,0.0,1404.99,399.59
ORD-002299,2023-07-31,2023-08-04,Standard Class,CUST-00894,Corporate,East,PROD-0199,Technology,Machines,11,211.89,0.3,1631.55,242.29
ORD-002300,2025-07-22,2025-07-24,Second Class,CUST-00216,Corporate,Central,PROD-0200,Furniture,Bookcases,11,872.39,0.0,9596.29,97.83
ORD-002301,2026-01-18,2026-01-23,Standard Class,CUST-00077,Consumer,East,PROD-0201,Office Supplies,Art,1,446.65,0.0,446.65,-26.27
ORD-002302,2023-01-25,2023-01-27,Standard Class,CUST-00316,Corporate,West,PROD-0202,Office Supplies,Paper,3,784.27,0.0,2352.81,116.76
ORD-002303,2025-03-26,2025-03-30,Standard Class,CUST-00191,Consumer,East,PROD-0203,Office Supplies,Labels,3,534.86,0.0,1604.58,23.21
ORD-002304,2023-05-19,2023-05-21,Standard Class,CUST-00327,Home Office,South,PROD-0204,Technology,Phones,10,672.64,0.0,6726.4,383.45
ORD-002305,2025-02-03,2025-02-07,Standard Class,CUST-00175,Corporate,East,PROD-0205,Office Supplies,Storage,1,647.2,0.0,647.2,99.76
ORD-002306,2025-06-11,2025-06-16,Standard Class,CUST-00884,Home Office,West,PROD-0206,Technology,Phones,3,211.79,0.5,317.69,-7.52
ORD-002307,2026-06-22,2026-06-24,Second Class,CUST-00738,Corporate,South,PROD-0207,Office Supplies,Labels,5,765.67,0.0,3828.35,1060.12
ORD-002308,2025-09-24,2025-09-27,Second Class,CUST-00679,Corporate,West,PROD-0208,Technology,Machines,6,46.15,0.0,276.9,78.33
ORD-002309,2023-05-13,2023-05-18,Standard Class,CUST-00213,Corporate,South,PROD-0209,Office Supplies,Binders,5,233.05,0.0,1165.25,408.68
ORD-002310,2023-10-07,2023-10-10,Same Day,CUST-00683,Corporate,East,PROD-0210,Technology,Accessories,7,108.45,0.0,759.15,79.54
ORD-002311,2023-12-09,2023-12-11,Standard Class,CUST-00416,Home Office,Central,PROD-0211,Technology,Machines,9,663.44,0.5,2985.48,849.15
ORD-002312,2024-03-18,2024-03-24,Standard Class,CUST-00343,Consumer,South,PROD-0212,Office Supplies,Art,11,816.01,0.2,7180.89,-521.46
ORD-002313,2024-02-03,2024-02-04,Standard Class,CUST-00477,Consumer,South,PROD-0213,Furniture,Furnishings,6,882.05,0.0,5292.3,253.47
ORD-002314,2023-06-09,2023-06-15,Standard Class,CUST-00878,Corporate,West,PROD-0214,Technology,Phones,3,478.82,0.1,1292.81,381.1
ORD-002315,2025-04-24,2025-04-29,Standard Class,CUST-00394,Consumer,South,PROD-0215,Furniture,Chairs,8,93.55,0.1,673.56,138.63
ORD-002316,2023-09-18,2023-09-19,Second Class,CUST-00128,Consumer,West,PROD-0216,Furniture,Furnishings,4,765.55,0.15,2602.87,1023.96
ORD-002317,2023-07-10,2023-07-12,Second Class,CUST-00279,Consumer,Central,PROD-0217,Technology,Phones,11,826.46,0.2,7272.85,2334.44
ORD-002318,2023-04-16,2023-04-21,Standard Class,CUST-00085,Consumer,West,PROD-0218,Office Supplies,Storage,4,751.38,0.0,3005.52,-265.71
ORD-002319,2023-03-11,2023-03-13,Second Class,CUST-00755,Consumer,East,PROD-0219,Technology,Machines,9,299.04,0.0,2691.36,87.27
ORD-002320,2025-02-12,2025-02-14,Second Class,CUST-00894,Consumer,South,PROD-0220,Office Supplies,Art,3,185.73,0.1,501.47,167.17
ORD-002321,2024-08-05,2024-08-12,Second Class,CUST-00414,Consumer,East,PROD-0221,Technology,Phones,11,700.72,0.0,7707.92,2535.78
ORD-002322,2026-04-17,2026-04-24,Second Class,CUST-00181,Consumer,Central,PROD-0222,Office Supplies,Labels,4,151.36,0.0,605.44,82.62
ORD-002323,2024-12-17,2024-12-20,Standard Class,CUST-00435,Consumer,East,PROD-0223,Office Supplies,Labels,2,147.7,0.1,265.86,52.36
ORD-002324,2023-05-07,2023-05-08,First Class,CUST-00758,Corporate,East,PROD-0224,Furniture,Chairs,9,666.77,0.15,5100.79,503.54
ORD-002325,2024-02-04,2024-02-09,Standard Class,CUST-00836,Consumer,East,PROD-0225,Furniture,Chairs,10,150.28,0.0,1502.8,220.0
ORD-002326,2025-08-02,2025-08-04,Standard Class,CUST-00118,Corporate,West,PROD-0226,Furniture,Bookcases,10,374.94,0.0,3749.4,963.39
ORD-002327,2023-05-30,2023-06-01,Standard Class,CUST-00536,Consumer,Central,PROD-0227,Technology,Phones,7,568.0,0.0,3976.0,-61.71
ORD-002328,2024-10-12,2024-10-19,Second Class,CUST-00088,Corporate,Central,PROD-0228,Office Supplies,Paper,6,602.78,0.0,3616.68,1169.56
ORD-002329,2025-08-25,2025-08-29,Standard Class,CUST-00713,Consumer,South,PROD-0229,Office Supplies,Storage,1,285.39,0.0,285.39,57.06
ORD-002330,2023-10-01,2023-10-03,First Class,CUST-00470,Home Office,Central,PROD-0230,Furniture,Furnishings,11,108.12,0.0,1189.32,-53.85
ORD-002331,2025-03-31,2025-04-06,Second Class,CUST-00440,Consumer,South,PROD-0231,Furniture,Tables,11,617.16,0.0,6788.76,-648.35
ORD-002332,2025-09-05,2025-09-06,Standard Class,CUST-00057,Home Office,East,PROD-0232,Office Supplies,Binders,6,321.43,0.2,1542.86,453.21
ORD-002333,2023-06-07,2023-06-12,Standard Class,CUST-00885,Corporate,South,PROD-0233,Office Supplies,Paper,6,544.18,0.3,2285.56,843.13
ORD-002334,2025-09-24,2025-09-26,Standard Class,CUST-00159,Consumer,Central,PROD-0234,Technology,Machines,5,745.28,0.0,3726.4,299.34
ORD-002335,2025-10-14,2025-10-20,Standard Class,CUST-00867,Consumer,Central,PROD-0235,Technology,Phones,2,718.72,0.0,1437.44,149.5
ORD-002336,2024-04-16,2024-04-20,First Class,CUST-00171,Consumer,East,PROD-0236,Office Supplies,Paper,2,181.31,0.3,253.83,5.68
ORD-002337,2024-12-11,2024-12-15,Standard Class,CUST-00755,Consumer,Central,PROD-0237,Office Supplies,Paper,9,292.03,0.3,1839.79,358.51
ORD-002338,2023-12-31,2024-01-05,First Class,CUST-00262,Corporate,East,PROD-0238,Furniture,Tables,7,539.07,0.1,3396.14,1320.91
ORD-002339,2025-01-26,2025-01-27,First Class,CUST-00819,Home Office,West,PROD-0239,Office Supplies,Art,10,98.76,0.15,839.46,21.98
ORD-002340,2024-06-06,2024-06-08,Second Class,CUST-00005,Consumer,East,PROD-0240,Office Supplies,Labels,10,758.03,0.0,7580.3,55.77
ORD-002341,2025-08-07,2025-08-12,Second Class,CUST-00118,Consumer,East,PROD-0241,Technology,Accessories,3,662.84,0.0,1988.52,96.14
ORD-002342,2025-09-30,2025-10-02,Standard Class,CUST-00628,Consumer,East,PROD-0242,Technology,Machines,1,147.58,0.0,147.58,43.16
ORD-002343,2025-05-12,2025-05-13,Standard Class,CUST-00421,Corporate,West,PROD-0243,Furniture,Bookcases,11,331.92,0.0,3651.12,250.86
ORD-002344,2024-11-10,2024-11-17,Standard Class,CUST-00443,Consumer,West,PROD-0244,Furniture,Furnishings,3,372.23,0.0,1116.69,307.1
ORD-002345,2024-04-16,2024-04-20,Standard Class,CUST-00193,Corporate,Central,PROD-0245,Office Supplies,Labels,11,563.18,0.0,6194.98,-398.96
ORD-002346,2025-02-03,2025-02-08,Second Class,CUST-00466,Home Office,West,PROD-0246,Office Supplies,Storage,8,529.07,0.1,3809.3,-113.98
ORD-002347,2024-06-05,2024-06-08,Standard Class,CUST-00872,Corporate,West,PROD-0247,Office Supplies,Art,10,569.22,0.0,5692.2,-156.14
ORD-002348,2024-05-07,2024-05-13,Second Class,CUST-00174,Consumer,Central,PROD-0248,Furniture,Furnishings,6,362.81,0.15,1850.33,277.05
ORD-002349,2026-03-30,2026-04-04,Second Class,CUST-00509,Consumer,South,PROD-0249,Technology,Accessories,11,411.78,0.0,4529.58,185.94
ORD-002350,2025-11-27,2025-12-03,Second Class,CUST-00381,Consumer,West,PROD-0250,Office Supplies,Paper,9,811.68,0.0,7305.12,-615.38
ORD-002351,2026-05-18,2026-05-21,Standard Class,CUST-00368,Corporate,Central,PROD-0251,Office Supplies,Paper,7,223.58,0.0,1565.06,523.16
ORD-002352,2023-11-12,2023-11-17,Standard Class,CUST-00710,Corporate,South,PROD-0252,Furniture,Bookcases,3,622.58,0.1,1680.97,404.72
ORD-002353,2024-05-06,2024-05-07,Second Class,CUST-00090,Corporate,West,PROD-0253,Office Supplies,Labels,2,165.59,0.0,331.18,-31.13
ORD-002354,2024-03-07,2024-03-10,First Class,CUST-00524,Corporate,South,PROD-0254,Furniture,Furnishings,3,231.14,0.0,693.42,-2.4
ORD-002355,2026-05-19,2026-05-21,First Class,CUST-00754,Corporate,East,PROD-0255,Office Supplies,Art,2,636.24,0.0,1272.48,178.38
ORD-002356,2026-05-20,2026-05-23,Standard Class,CUST-00159,Consumer,East,PROD-0256,Office Supplies,Labels,10,704.08,0.0,7040.8,1168.8
ORD-002357,2025-10-13,2025-10-15,Standard Class,CUST-00369,Consumer,Central,PROD-0257,Technology,Copiers,10,845.63,0.0,8456.3,2539.81
ORD-002358,2025-06-01,2025-06-03,First Class,CUST-00558,Corporate,Central,PROD-0258,Technology,Copiers,8,565.91,0.15,3848.19,137.84
ORD-002359,2024-10-12,2024-10-17,Second Class,CUST-00775,Consumer,Central,PROD-0259,Technology,Phones,5,666.44,0.0,3332.2,662.35
ORD-002360,2023-01-29,2023-02-01,First Class,CUST-00593,Consumer,West,PROD-0260,Office Supplies,Labels,3,64.28,0.0,192.84,51.85
ORD-002361,2023-07-19,2023-07-21,Standard Class,CUST-00153,Consumer,East,PROD-0261,Furniture,Chairs,10,551.85,0.0,5518.5,1207.85
ORD-002362,2024-12-07,2024-12-12,Second Class,CUST-00626,Corporate,West,PROD-0262,Technology,Accessories,1,813.39,0.0,813.39,194.76
ORD-002363,2024-07-15,2024-07-18,Standard Class,CUST-00370,Consumer,South,PROD-0263,Office Supplies,Binders,8,441.0,0.0,3528.0,793.24
ORD-002364,2023-05-11,2023-05-12,Standard Class,CUST-00033,Consumer,South,PROD-0264,Office Supplies,Paper,5,392.1,0.0,1960.5,-59.97
ORD-002365,2026-01-20,2026-01-21,Standard Class,CUST-00108,Consumer,West,PROD-0265,Office Supplies,Paper,4,415.15,0.1,1494.54,174.38
